bigram,log_odds_ratio
responsibility something,-0.6909
leaks like,-0.6909
compartment use,-0.6909
needed amazon,-0.6909
even match,-0.6909
end unfortunately,-0.6909
seen use,-0.6909
many comments,-0.6909
mouth know,-0.6909
scent good,-0.6909
reviews would,-0.6909
pool store,-0.6909
new ideas,-0.6909
different devices,-0.6909
completely unnecessary,-0.6909
come plastic,-0.6909
probably discarded,-0.6909
switch still,-0.6909
constant supply,-0.6909
mechanics decided,-0.6909
dollar game,-0.6909
quickly pull,-0.6909
got ordered,-0.6909
earlier today,-0.6909
flimsy plastic,-0.6909
strap would,-0.6909
get level,-0.6909
phone another,-0.6909
favor spend,-0.6909
checking reviews,-0.6909
needs removed,-0.6909
burnt rubber,-0.6909
traded old,-0.6909
maybe thought,-0.6909
hold water,-0.6909
think disappointed,-0.6909
note plus,-0.6909
broke within,-0.6909
returned day,-0.6909
despite information,-0.6909
mainly price,-0.6909
better cost,-0.6909
found people,-0.6909
ended paying,-0.6909
buy said,-0.6909
orders instead,-0.6909
past five,-0.6909
read giving,-0.6909
great ability,-0.6909
like books,-0.6909
cheap inner,-0.6909
continuous long,-0.6909
material sturdy,-0.6909
easy chapter,-0.6909
power fire,-0.6909
matthew goode,-0.6909
dead spot,-0.6909
amazon every,-0.6909
game downloaded,-0.6909
norton many,-0.6909
first glass,-0.6909
son made,-0.6909
order within,-0.6909
god awful,-0.6909
bad bad,-0.6909
run gallons,-0.6909
day taste,-0.6909
changes worse,-0.6909
horrible buy,-0.6909
chinese standard,-0.6909
would charged,-0.6909
safe place,-0.6909
low still,-0.6909
huge profit,-0.6909
get wanted,-0.6909
order like,-0.6909
amazon reviewer,-0.6909
believe lies,-0.6909
question asked,-0.6909
devices hard,-0.6909
like father,-0.6909
pissed want,-0.6909
might benefit,-0.6909
school told,-0.6909
covers much,-0.6909
ensure better,-0.6909
allergic reactions,-0.6909
good wanted,-0.6909
looking everywhere,-0.6909
wide fit,-0.6909
help end,-0.6909
story book,-0.6909
uninstalled installed,-0.6909
child enough,-0.6909
single issue,-0.6909
card good,-0.6909
enough trying,-0.6909
filter system,-0.6909
product say,-0.6909
dropped connections,-0.6909
available usb,-0.6909
review sure,-0.6909
unless close,-0.6909
buying saw,-0.6909
even months,-0.6909
well wipes,-0.6909
difficulty finding,-0.6909
someone call,-0.6909
going bit,-0.6909
reviews completely,-0.6909
actually using,-0.6909
gym bag,-0.6909
even filled,-0.6909
camera long,-0.6909
trying open,-0.6909
still new,-0.6909
paper face,-0.6909
webcam mic,-0.6909
one nest,-0.6909
find blue,-0.6909
digital downloads,-0.6909
say put,-0.6909
price pretty,-0.6909
mouth full,-0.6909
right supposed,-0.6909
piece plastic,-0.6909
light roast,-0.6909
love highlights,-0.6909
put battery,-0.6909
buy back,-0.6909
button first,-0.6909
times absolutely,-0.6909
screen hit,-0.6909
amazon searched,-0.6909
entertainment industry,-0.6909
often water,-0.6909
properly thought,-0.6909
washing soap,-0.6909
forget would,-0.6909
help wait,-0.6909
laminate floors,-0.6909
play together,-0.6909
say buying,-0.6909
guess used,-0.6909
wore little,-0.6909
support reached,-0.6909
day wake,-0.6909
black plastic,-0.6909
omg bad,-0.6909
open water,-0.6909
ten dollars,-0.6909
handle area,-0.6909
got next,-0.6909
finish set,-0.6909
getting regular,-0.6909
eufy security,-0.6909
got long,-0.6909
wipe plus,-0.6909
husband quality,-0.6909
smaller sizes,-0.6909
broke quickly,-0.6909
issues ordering,-0.6909
underwear wear,-0.6909
paper thought,-0.6909
firetv devices,-0.6909
wont back,-0.6909
karaoke night,-0.6909
seltzer water,-0.6909
right got,-0.6909
think look,-0.6909
experience would,-0.6909
brush wet,-0.6909
better cause,-0.6909
something strange,-0.6909
actually cut,-0.6909
bought love,-0.6909
need pay,-0.6909
since deep,-0.6909
course like,-0.6909
device purchase,-0.6909
amazon quick,-0.6909
put office,-0.6909
mean seriously,-0.6909
fruit loom,-0.6909
easier find,-0.6909
hot mess,-0.6909
favorite black,-0.6909
products come,-0.6909
children home,-0.6909
added app,-0.6909
half hours,-0.6909
looked better,-0.6909
though buying,-0.6909
compensated reviews,-0.6909
message needed,-0.6909
laws power,-0.6909
run around,-0.6909
delivery quick,-0.6909
made lashes,-0.6909
pic attached,-0.6909
magazine even,-0.6909
forget trying,-0.6909
account created,-0.6909
say used,-0.6909
even gentle,-0.6909
reduced price,-0.6909
trying look,-0.6909
connect computer,-0.6909
view footage,-0.6909
still trying,-0.6909
quickly turned,-0.6909
amazon week,-0.6909
think okay,-0.6909
continue wearing,-0.6909
put always,-0.6909
throughout week,-0.6909
spf day,-0.6909
box going,-0.6909
home budget,-0.6909
box full,-0.6909
poop hand,-0.6909
days four,-0.6909
going pay,-0.6909
gift today,-0.6909
indeed last,-0.6909
blue led,-0.6909
dark brownish,-0.6909
pencil holder,-0.6909
wipes great,-0.6909
quickly new,-0.6909
water filled,-0.6909
works extremely,-0.6909
lasted two,-0.6909
say gift,-0.6909
watch first,-0.6909
party used,-0.6909
put bed,-0.6909
nothing zinc,-0.6909
straight bin,-0.6909
shirts super,-0.6909
following reasons,-0.6909
come literally,-0.6909
time required,-0.6909
less year,-0.6909
house without,-0.6909
hair matter,-0.6909
like open,-0.6909
today extremely,-0.6909
fans also,-0.6909
loyal customer,-0.6909
store amazon,-0.6909
android user,-0.6909
alone usb,-0.6909
warranty period,-0.6909
size thickness,-0.6909
asking someone,-0.6909
using everywhere,-0.6909
quickly get,-0.6909
reboot modem,-0.6909
much young,-0.6909
damage walls,-0.6909
pin card,-0.6909
uses example,-0.6909
one company,-0.6909
nest cams,-0.6909
got boxes,-0.6909
recently ran,-0.6909
cancel amazon,-0.6909
various projects,-0.6909
bit taste,-0.6909
certain type,-0.6909
year purchase,-0.6909
got second,-0.6909
manufacturer website,-0.6909
port side,-0.6909
update received,-0.6909
game without,-0.6909
phone put,-0.6909
big giant,-0.6909
cards online,-0.6909
great normally,-0.6909
everything suddenly,-0.6909
box got,-0.6909
cool got,-0.6909
others around,-0.6909
like easily,-0.6909
issue fact,-0.6909
sugar taste,-0.6909
causing water,-0.6909
mind know,-0.6909
right trigger,-0.6909
trying something,-0.6909
amazon tried,-0.6909
also says,-0.6909
download installation,-0.6909
get half,-0.6909
book children,-0.6909
please see,-0.6909
open get,-0.6909
longer day,-0.6909
would respect,-0.6909
another another,-0.6909
fan husband,-0.6909
waited long,-0.6909
tossing trash,-0.6909
basically time,-0.6909
downloaded child,-0.6909
replacement second,-0.6909
found two,-0.6909
filter cost,-0.6909
one issues,-0.6909
would amazon,-0.6909
string one,-0.6909
facial moisturizer,-0.6909
spray stain,-0.6909
clean floors,-0.6909
roaming around,-0.6909
wall like,-0.6909
like glue,-0.6909
information wait,-0.6909
vivid color,-0.6909
know box,-0.6909
error filter,-0.6909
set kindle,-0.6909
inspected new,-0.6909
protector immediately,-0.6909
eats way,-0.6909
viewing details,-0.6909
construction would,-0.6909
ring website,-0.6909
easy configure,-0.6909
common cold,-0.6909
review similar,-0.6909
entire bag,-0.6909
cup liquid,-0.6909
week gave,-0.6909
support business,-0.6909
none good,-0.6909
ceramides hyaluronic,-0.6909
seem pick,-0.6909
piece equipment,-0.6909
baking cups,-0.6909
leaves much,-0.6909
guy said,-0.6909
garden hoses,-0.6909
made recycled,-0.6909
watermelon one,-0.6909
top lists,-0.6909
perfectly snug,-0.6909
husband picked,-0.6909
like wanna,-0.6909
ukulele bass,-0.6909
wipe surface,-0.6909
video video,-0.6909
quickly say,-0.6909
say yes,-0.6909
pair away,-0.6909
apparently made,-0.6909
apple device,-0.6909
day vet,-0.6909
one audio,-0.6909
hole small,-0.6909
immediately even,-0.6909
set wifi,-0.6909
health tips,-0.6909
well sad,-0.6909
renew would,-0.6909
thing people,-0.6909
mouse started,-0.6909
pencil tips,-0.6909
cancer survivor,-0.6909
password manager,-0.6909
pages actually,-0.6909
citrus smell,-0.6909
reviews positive,-0.6909
reviews prior,-0.6909
old ten,-0.6909
coffee day,-0.6909
word last,-0.6909
set stage,-0.6909
ever going,-0.6909
nothing quality,-0.6909
maybe started,-0.6909
airpod case,-0.6909
crying loud,-0.6909
new issue,-0.6909
anyone little,-0.6909
top five,-0.6909
right works,-0.6909
part get,-0.6909
found thought,-0.6909
spend great,-0.6909
level tech,-0.6909
get order,-0.6909
example want,-0.6909
safe use,-0.6909
little dust,-0.6909
protection mask,-0.6909
looks weird,-0.6909
remove two,-0.6909
hair believe,-0.6909
option use,-0.6909
wipes also,-0.6909
often one,-0.6909
built watch,-0.6909
worked one,-0.6909
look younger,-0.6909
could check,-0.6909
service purchase,-0.6909
double rich,-0.6909
still charge,-0.6909
pretty straight,-0.6909
easily able,-0.6909
never told,-0.6909
pair fire,-0.6909
returned home,-0.6909
thought great,-0.6909
sitting next,-0.6909
searched high,-0.6909
follow going,-0.6909
yet take,-0.6909
price gouged,-0.6909
didnt want,-0.6909
smell plastic,-0.6909
installed great,-0.6909
would advise,-0.6909
immediately like,-0.6909
least five,-0.6909
old medium,-0.6909
arris modem,-0.6909
shirts much,-0.6909
full flies,-0.6909
delivered less,-0.6909
cleaning company,-0.6909
thats right,-0.6909
ones right,-0.6909
corn syrup,-0.6909
replacement customer,-0.6909
good skeptical,-0.6909
chemical guys,-0.6909
least first,-0.6909
norton way,-0.6909
endless series,-0.6909
spend one,-0.6909
turn top,-0.6909
got sort,-0.6909
cards value,-0.6909
step wanted,-0.6909
thrown away,-0.6909
see extremely,-0.6909
reviews purchased,-0.6909
cards would,-0.6909
case arrived,-0.6909
purchase less,-0.6909
part appeal,-0.6909
kill bugs,-0.6909
much milk,-0.6909
get act,-0.6909
rating like,-0.6909
fit window,-0.6909
later book,-0.6909
reading however,-0.6909
fridge fridge,-0.6909
satisfaction would,-0.6909
one tests,-0.6909
diapers times,-0.6909
authentic hydro,-0.6909
year worked,-0.6909
reading another,-0.6909
anybody read,-0.6909
screen peel,-0.6909
son told,-0.6909
two subscriptions,-0.6909
left new,-0.6909
triggering motion,-0.6909
issue resolved,-0.6909
damaged shipping,-0.6909
second package,-0.6909
works keep,-0.6909
broken piece,-0.6909
card takes,-0.6909
unless right,-0.6909
expensive quality,-0.6909
dollars worth,-0.6909
installed first,-0.6909
work wearing,-0.6909
sheets went,-0.6909
amazon unfortunately,-0.6909
suffered badly,-0.6909
anytime soon,-0.6909
order history,-0.6909
way remember,-0.6909
month card,-0.6909
air breathe,-0.6909
everything including,-0.6909
something less,-0.6909
rest book,-0.6909
game worth,-0.6909
buy costco,-0.6909
cleaning white,-0.6909
bit disappointed,-0.6909
oily residue,-0.6909
checking seller,-0.6909
switch would,-0.6909
really broken,-0.6909
horrible even,-0.6909
charged led,-0.6909
blue came,-0.6909
willing risk,-0.6909
year paid,-0.6909
something may,-0.6909
one returned,-0.6909
always curious,-0.6909
past due,-0.6909
child buy,-0.6909
throw pillows,-0.6909
still bucket,-0.6909
less cost,-0.6909
still sharp,-0.6909
asked questions,-0.6909
cats collars,-0.6909
stream movies,-0.6909
information provided,-0.6909
version believe,-0.6909
fire prime,-0.6909
bother one,-0.6909
product looked,-0.6909
could download,-0.6909
showed quickly,-0.6909
local dollar,-0.6909
clear back,-0.6909
kindle model,-0.6909
difference feel,-0.6909
shoe want,-0.6909
easily accessible,-0.6909
bought micro,-0.6909
video problems,-0.6909
calculator imagine,-0.6909
devices makes,-0.6909
gain control,-0.6909
include two,-0.6909
back schools,-0.6909
things seem,-0.6909
said box,-0.6909
party neighbors,-0.6909
dog gets,-0.6909
pulling things,-0.6909
issues camera,-0.6909
product asked,-0.6909
listened one,-0.6909
works need,-0.6909
lot makes,-0.6909
irritate face,-0.6909
entire windshield,-0.6909
feel hands,-0.6909
wifi channel,-0.6909
time phone,-0.6909
sets purchased,-0.6909
would spill,-0.6909
masks made,-0.6909
thing supposed,-0.6909
daughter gift,-0.6909
never open,-0.6909
way improve,-0.6909
thickness regular,-0.6909
worked worked,-0.6909
computer even,-0.6909
loved seems,-0.6909
point used,-0.6909
grabbed one,-0.6909
say complete,-0.6909
hold weight,-0.6909
etc overall,-0.6909
months write,-0.6909
defense attorney,-0.6909
well saw,-0.6909
magazine daughter,-0.6909
machine first,-0.6909
accident find,-0.6909
get trash,-0.6909
ever ordered,-0.6909
see bottom,-0.6909
refund replacement,-0.6909
machine stopped,-0.6909
early age,-0.6909
blink mini,-0.6909
web site,-0.6909
install would,-0.6909
thing recommend,-0.6909
flavor great,-0.6909
storage unit,-0.6909
per sizing,-0.6909
show evidence,-0.6909
better system,-0.6909
difference energy,-0.6909
bad enough,-0.6909
version better,-0.6909
line review,-0.6909
much black,-0.6909
purchase bags,-0.6909
eye strain,-0.6909
one transfer,-0.6909
get near,-0.6909
face seal,-0.6909
middle screen,-0.6909
lot recipes,-0.6909
never broken,-0.6909
smelled awful,-0.6909
anything pretty,-0.6909
cost five,-0.6909
significantly longer,-0.6909
heavy chewer,-0.6909
one characters,-0.6909
fills water,-0.6909
told first,-0.6909
cannot setup,-0.6909
recommend spending,-0.6909
please old,-0.6909
going break,-0.6909
read aloud,-0.6909
pretty clear,-0.6909
real twist,-0.6909
wash hair,-0.6909
input use,-0.6909
broken work,-0.6909
life amazon,-0.6909
buy replacements,-0.6909
months suddenly,-0.6909
get blu,-0.6909
minutes finally,-0.6909
let download,-0.6909
august recently,-0.6909
saw coming,-0.6909
paper less,-0.6909
roughly years,-0.6909
toilet papers,-0.6909
try another,-0.6909
case never,-0.6909
say hint,-0.6909
rating put,-0.6909
back later,-0.6909
pulled old,-0.6909
work mostly,-0.6909
screen without,-0.6909
filter back,-0.6909
foam back,-0.6909
personally believe,-0.6909
bigger always,-0.6909
work goes,-0.6909
filter working,-0.6909
stars get,-0.6909
adds decent,-0.6909
month last,-0.6909
powder got,-0.6909
good books,-0.6909
give camera,-0.6909
week went,-0.6909
latitude blades,-0.6909
got scammed,-0.6909
said pay,-0.6909
even win,-0.6909
husband went,-0.6909
work short,-0.6909
strings even,-0.6909
three thin,-0.6909
wonderful love,-0.6909
delivery important,-0.6909
order standard,-0.6909
review think,-0.6909
great star,-0.6909
tried activate,-0.6909
enjoy looking,-0.6909
something measure,-0.6909
issues initial,-0.6909
inside fit,-0.6909
charging batteries,-0.6909
money pay,-0.6909
enough items,-0.6909
reviews using,-0.6909
right use,-0.6909
photo pretty,-0.6909
hope works,-0.6909
would well,-0.6909
allowed view,-0.6909
first session,-0.6909
weeks would,-0.6909
luck hope,-0.6909
sturdy though,-0.6909
wipes love,-0.6909
read interesting,-0.6909
model cheaper,-0.6909
one thinking,-0.6909
lugging around,-0.6909
advertised use,-0.6909
short circuit,-0.6909
live area,-0.6909
many past,-0.6909
ports found,-0.6909
expectation would,-0.6909
glossy pages,-0.6909
year charge,-0.6909
heard noise,-0.6909
also dog,-0.6909
piece round,-0.6909
ordered mistake,-0.6909
worked next,-0.6909
strongly state,-0.6909
know wear,-0.6909
tested first,-0.6909
orders amazon,-0.6909
water using,-0.6909
giving error,-0.6909
diapers tested,-0.6909
reviews many,-0.6909
darker one,-0.6909
straight bottom,-0.6909
found dead,-0.6909
said help,-0.6909
solution also,-0.6909
product five,-0.6909
else put,-0.6909
used might,-0.6909
gone beautiful,-0.6909
back going,-0.6909
would thing,-0.6909
bit wary,-0.6909
twice size,-0.6909
experience hopes,-0.6909
replace option,-0.6909
tabs rip,-0.6909
happened morning,-0.6909
mysterious thing,-0.6909
two photos,-0.6909
purchased twice,-0.6909
power waste,-0.6909
urine every,-0.6909
heavy thick,-0.6909
settings set,-0.6909
need thing,-0.6909
longer storage,-0.6909
masks feel,-0.6909
personally fan,-0.6909
treats dog,-0.6909
back defective,-0.6909
camera near,-0.6909
thing though,-0.6909
day guess,-0.6909
masks found,-0.6909
use order,-0.6909
time figured,-0.6909
clear answer,-0.6909
total storage,-0.6909
keep beverages,-0.6909
years loved,-0.6909
fully clean,-0.6909
baby bottle,-0.6909
cost always,-0.6909
product might,-0.6909
extremely heavy,-0.6909
fit length,-0.6909
clean secure,-0.6909
pay premium,-0.6909
reason got,-0.6909
complaining much,-0.6909
questions like,-0.6909
open layers,-0.6909
buy game,-0.6909
get bottom,-0.6909
troubleshooting unable,-0.6909
dogs love,-0.6909
aware subscription,-0.6909
noise sound,-0.6909
least min,-0.6909
entire kitchen,-0.6909
taking help,-0.6909
use internet,-0.6909
try pretty,-0.6909
ordered mother,-0.6909
obviously worse,-0.6909
amazon say,-0.6909
already feels,-0.6909
sticky trap,-0.6909
work days,-0.6909
set still,-0.6909
feels dry,-0.6909
since becoming,-0.6909
shipping handling,-0.6909
performing well,-0.6909
bought earlier,-0.6909
chinese version,-0.6909
disappointed since,-0.6909
using band,-0.6909
one shoes,-0.6909
place ended,-0.6909
give proper,-0.6909
exceptional product,-0.6909
make mile,-0.6909
features like,-0.6909
box hardware,-0.6909
work tech,-0.6909
right near,-0.6909
since good,-0.6909
plan update,-0.6909
also hard,-0.6909
lifetime work,-0.6909
second charger,-0.6909
take vet,-0.6909
small like,-0.6909
hammer clump,-0.6909
serious problems,-0.6909
amazon buy,-0.6909
since college,-0.6909
purchase child,-0.6909
